candidate_id,firstname,lastname,email,password,skills,location,education,preferredJobTitle,experience,preferredJobType,preferredWorkType,softSkills
249,Maheen,Bhatti,maheenbhatti.56@outlook.com,oN7Xzc^%+w,"JavaScript, HTML, CSS, JavaScript, CSS",Lahore,Intermediate,Backend Developer,2,Contract,Onsite,"Adaptability, Communication, Problem Solving, Teamwork"
250,Kashaf,Gohar,kashafgohar.33@gmail.com,SbLSLRY#*6,"data, analytics, data, analytics, statistics",Faisalabad,Intermediate,Data Scientist,1,Part-time,Remote,"Communication, Adaptability"
251,Kathrine,Majid,kathrinemajid.49@hotmail.com,StY02J!Cd^,"NLP, machine learning, NLP, deep learning, deep learning, NLP",Nawabshah,Masters,Machine Learning Engineer,5,Part-time,Onsite,"Adaptability, Communication, Teamwork, Problem Solving"
252,Alexis,Kausar,alexiskausar.34@hotmail.com,IDZ3!7CuUD,"backend, JavaScript, HTML",Islamabad,Intermediate,Frontend Developer,0,Part-time,Remote,Adaptability
253,Nerda,Siddiqui,nerdasiddiqui.53@hotmail.com,&6Di5jVOZ7,"process improvement, process improvement, requirements gathering",Nawabshah,Intermediate,Business Analyst,1,Contract,Remote,"Problem Solving, Teamwork, Adaptability"
254,Nazy,Farid,nazyfarid.39@outlook.com,+0Y0ZR!gJB,"testing, pytest, testing",Nawabshah,PhD,Quality Assurance Engineer,20,Full-time,Onsite,"Problem Solving, Adaptability"
255,Kiki,Javed,kikijaved.16@hotmail.com,4%oQfDcW#a,"data, R, python, R",Sukkur,Masters,Data Scientist,4,Full-time,Onsite,"Problem Solving, Adaptability"
256,Muzammal,Mushtaq,muzammalmushtaq.93@outlook.com,@$3K@Wmv#1,"machine learning, deep learning, deep learning",Lahore,Bachelors,Machine Learning Engineer,0,Part-time,Onsite,Teamwork
257,Maryam,Shehzad,maryamshehzad.61@outlook.com,C1Q@+Wiq^E,"CSS, CSS, web, HTML",Rawalpindi,Intermediate,Web Developer,2,Full-time,Onsite,"Teamwork, Communication"
258,Amra,Khalil,amrakhalil.38@gmail.com,j9jMz93+#d,"PMP, PRINCE2, scrum, agile",Rawalpindi,Intermediate,IT Project Manager,0,Contract,Onsite,"Problem Solving, Adaptability, Teamwork"
259,Mahrukh,Mirza,mahrukhmirza.85@hotmail.com,0*wxbMTo%4,"cryptography, IDPS, penetration testing",Nawabshah,Masters,Cybersecurity Analyst,4,Part-time,Remote,"Adaptability, Communication"
260,Ameer,Ashfaq,ameerashfaq.83@outlook.com,zf4K7eTD_t,"Adobe XD, Sketch, Sketch, Adobe XD, Figma, Sketch",Bahawalpur,Intermediate,UI/UX Designer,0,Part-time,Remote,Communication
261,Ruby,Mohamed,rubymohamed.34@gmail.com,Du2y$KF0%*,"R, machine learning, R, analytics, data",Hyderabad,Intermediate,Data Scientist,2,Part-time,Onsite,"Teamwork, Problem Solving"
262,Ghulam,Nazir,ghulamnazir.60@gmail.com,($Hi0FlK&3,"hyperledger, hyperledger, blockchain",Rawalpindi,Bachelors,Blockchain Developer,4,Full-time,Onsite,"Adaptability, Teamwork, Problem Solving, Communication"
263,Muhammad,Mirza,muhammadmirza.50@outlook.com,62cEdCvT$t,"Docker, automation, linuxCI/CD, automation",Abbottabad,Bachelors,DevOps Engineer,0,Part-time,Onsite,"Problem Solving, Adaptability, Communication"
264,Asim,Abid,asimabid.32@outlook.com,&2O&74udVw,"DevOps, automation, DevOps, linuxCI/CD, Kubernetes, linuxCI/CD",Karachi,Bachelors,DevOps Engineer,1,Contract,Remote,"Teamwork, Communication, Problem Solving, Adaptability"
265,Yasaa,Bibi,yasaabibi.33@gmail.com,$i(5JjCFnm,"Unity, Unreal Engine, C#, Unreal Engine, 3D modeling",Abbottabad,PhD,Game Developer,18,Contract,Onsite,Problem Solving
266,Manahil,Nasir,manahilnasir.83@hotmail.com,^5CkJbAzbl,"ethereum, hyperledger, smart contract, ethereum",Rawalpindi,PhD,Blockchain Developer,19,Contract,Remote,"Adaptability, Communication"
267,Sajida,Chand,sajidachand.57@outlook.com,pcCe1rHcO),"PRINCE2, agile, scrum, PMP",Hyderabad,PhD,IT Project Manager,17,Full-time,Onsite,"Problem Solving, Communication, Teamwork"
268,Sahar,Sajid,saharsajid.57@gmail.com,884gAclDR&,"security, security, security, security, networking",Rawalpindi,Intermediate,System Administrator,2,Full-time,Remote,"Adaptability, Communication, Problem Solving"
269,Zarish,Yaseen,zarishyaseen.97@outlook.com,*3Vceol7g(,"security monitoring, security tool management, threat detection, security incident handling, threat detection",Peshawar,Intermediate,Security Operations Center (SOC) Analyst,1,Full-time,Remote,"Teamwork, Problem Solving, Communication, Adaptability"
270,ALIYA,Sultan,aliyasultan.47@gmail.com,*HFeSrIMQ3,"exploit development, threat modeling, wireless security, wireless security, exploit development",Lahore,Masters,Ethical Hacker,0,Part-time,Remote,"Adaptability, Communication, Teamwork, Problem Solving"
271,Minz,Idrees,minzidrees.32@gmail.com,ZK)8MmTKfZ,"deep learning, NLP, computer vision, computer vision",Sukkur,PhD,AI Engineer,10,Part-time,Remote,Adaptability
272,Sheharyar,Basheer,sheharyarbasheer.40@gmail.com,Dp0MT#8c#J,"programming, data structure, programming, data structure, programming",Sukkur,Bachelors,Software Engineer,3,Part-time,Onsite,"Communication, Teamwork"
273,Ayan,Hashim,ayanhashim.51@outlook.com,###K1Pwnee,"deep learning, deep learning, deep learning",Islamabad,Masters,AI Engineer,9,Full-time,Remote,"Teamwork, Adaptability, Communication, Problem Solving"
274,Muhammad,Dutt,muhammaddutt.25@outlook.com,HE1FDvkc^6,"Google Cloud, Azure, Google Cloud",Sialkot,Intermediate,Cloud Engineer,2,Contract,Onsite,"Communication, Teamwork"
275,Zain,Jahan,zainjahan.53@hotmail.com,$97Cf3BjIL,"Unreal Engine, 3D modeling, C#, Unity",Gujranwala,Masters,Game Developer,3,Full-time,Remote,"Adaptability, Problem Solving"
276,Aman,Rizwan,amanrizwan.49@gmail.com,(nQ1ruAeV$,"NLP, deep learning, NLP, deep learning, machine learning, deep learning",Peshawar,Intermediate,Machine Learning Engineer,0,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving"
277,Eishal,Sher,eishalsher.55@hotmail.com,^4B+2Wg4^k,"machine learning, machine learning, python, machine learning, statistics",Quetta,Masters,Data Scientist,5,Full-time,Onsite,"Adaptability, Communication, Teamwork"
278,Manahil,Karim,manahilkarim.68@outlook.com,(2)3+UCl&g,"computer vision, machine learning, machine learning, deep learning, NLP",Abbottabad,Intermediate,AI Engineer,0,Part-time,Remote,"Teamwork, Communication, Adaptability, Problem Solving"
279,Alishba,Taj,alishbataj.80@gmail.com,@WJ+wXAz2L,"3D modeling, 3D modeling, Unity, Unity, C#",Hyderabad,Masters,Game Developer,3,Contract,Remote,"Problem Solving, Adaptability"
280,Mirha,Server,mirhaserver.30@hotmail.com,RAk_0HIawg,"machine learning, machine learning, computer vision, computer vision, NLP, deep learning",Lahore,PhD,AI Engineer,10,Part-time,Remote,"Communication, Problem Solving, Teamwork, Adaptability"
281,Adi,Ishaq,adiishaq.11@hotmail.com,@1D^B1EuQw,"cryptography, IDPS, malware analysis, cryptography, risk assessment",Rawalpindi,PhD,Cybersecurity Analyst,15,Contract,Remote,Adaptability
282,Alexis,Rahim,alexisrahim.23@gmail.com,%hfyWnIAO4,"PMP, PMP, PMP, PRINCE2",Abbottabad,Masters,IT Project Manager,1,Full-time,Onsite,"Adaptability, Problem Solving, Communication"
283,Kiki,Dutt,kikidutt.79@gmail.com,%7Oe&KLn9f,"cloud, IaC, Azure",Peshawar,Intermediate,Cloud Engineer,1,Part-time,Onsite,"Teamwork, Communication, Adaptability"
284,Leah,Jahan,leahjahan.21@hotmail.com,x%%6!IqGv_,"web, web, frontend, JavaScript, HTML, backend",Hyderabad,Intermediate,Backend Developer,1,Part-time,Remote,"Communication, Teamwork"
285,Aamir,Hameed,aamirhameed.93@hotmail.com,+5Yt2OjbW&,"security governance, security governance, threat modeling, threat modeling, security risk assessment",Hyderabad,Masters,Security Architect,6,Full-time,Onsite,"Communication, Adaptability, Teamwork"
286,Aafaq,Sajid,aafaqsajid.50@outlook.com,b2EKmIZq%L,"CSS, HTML, web, HTML",Islamabad,Bachelors,Backend Developer,0,Full-time,Remote,"Adaptability, Communication, Problem Solving"
287,Manaal,Server,manaalserver.67@outlook.com,9$2jBBrioc,"penetration testing, web application security, web application security, wireless security, network security",Sialkot,PhD,Ethical Hacker,3,Contract,Onsite,Communication
288,Eishal,Saleem,eishalsaleem.61@hotmail.com,Gn22I(Ued!,"coding, algorithm, coding, coding",Bahawalpur,Intermediate,Software Engineer,2,Part-time,Remote,"Problem Solving, Adaptability"
289,Malik,Hashim,malikhashim.87@hotmail.com,n!mp4VPuaY,"pytest, automation, QA",Bahawalpur,Bachelors,Quality Assurance Engineer,2,Part-time,Onsite,"Teamwork, Communication"
290,Abir,Gul,abirgul.18@gmail.com,&(7vHkKRGg,"stakeholder management, process improvement, requirements gathering, process improvement, requirements gathering, stakeholder management",Hyderabad,Bachelors,Business Analyst,1,Full-time,Remote,"Problem Solving, Adaptability, Communication, Teamwork"
291,Muhammad,Dad,muhammaddad.67@gmail.com,k5_RUEdZ*O,"machine learning, data, R, python",Gujranwala,Intermediate,Data Scientist,0,Contract,Onsite,"Adaptability, Problem Solving, Teamwork, Communication"
292,Karen,Mehmood,karenmehmood.89@outlook.com,TvP^)9Qy$+,"troubleshooting, ticketing, troubleshooting, ticketing, customer service, ticketing",Quetta,Intermediate,IT Support Specialist,1,Part-time,Onsite,"Problem Solving, Communication, Adaptability, Teamwork"
293,Muhammad,Taj,muhammadtaj.97@hotmail.com,O*@1qWZw(H,"vulnerability assessment, wireless security, network security, network security",Karachi,PhD,Ethical Hacker,11,Part-time,Remote,"Communication, Adaptability, Problem Solving"
294,Aafea,Muhammad,aafeamuhammad.86@outlook.com,^gk5Xnlqj@,"ITIL, consulting, strategy, consulting",Rawalpindi,Masters,IT Consultant,8,Part-time,Onsite,Problem Solving
295,Ismail,Ramzan,ismailramzan.31@hotmail.com,M54TsTjq)t,"network security design, threat modeling, security protocols",Peshawar,PhD,Security Architect,6,Part-time,Onsite,Adaptability
296,Saddam,Bota,saddambota.75@hotmail.com,*CBdMtxX04,"linuxCI/CD, DevOps, linuxCI/CD, linuxCI/CD, linuxCI/CD",Quetta,Masters,DevOps Engineer,0,Part-time,Remote,Problem Solving
297,Rabia,Taj,rabiataj.66@gmail.com,p8#IcRsI&V,"deep learning, computer vision, computer vision",Bahawalpur,Bachelors,AI Engineer,0,Part-time,Remote,"Adaptability, Teamwork, Problem Solving"
298,Kathrine,Sohail,kathrinesohail.92@gmail.com,1#(60SNk&*,"encryption standards, identity and access management, threat modeling, security compliance",Nawabshah,Intermediate,Security Architect,2,Contract,Remote,"Problem Solving, Adaptability, Teamwork, Communication"
299,Khan,Hussian,khanhussian.92@outlook.com,_2e+N2gxg$,"coding, coding, algorithm, algorithm, data structure",Quetta,Bachelors,Software Engineer,2,Contract,Remote,"Teamwork, Communication, Problem Solving"
300,Sarah,Basheer,sarahbasheer.59@gmail.com,@E+!Kp8G8s,"web, CSS, frontend, backend",Hyderabad,PhD,Backend Developer,3,Contract,Remote,"Problem Solving, Teamwork, Communication"
301,Jehangeer,Din,jehangeerdin.71@gmail.com,z^2oc^kq!X,"QA, QA, Selenium, pytest",Lahore,Intermediate,Quality Assurance Engineer,0,Part-time,Remote,Problem Solving
302,Samak,Shafiq,samakshafiq.63@hotmail.com,@5WPemlab7,"machine learning, data, R, R, python",Multan,Bachelors,Data Scientist,1,Part-time,Onsite,"Communication, Adaptability, Problem Solving"
303,Eddie,Zaman,eddiezaman.36@hotmail.com,$Y1BArpQOc,"CSS, HTML, JavaScript, web, HTML",Nawabshah,Masters,Web Developer,1,Internship,Remote,"Communication, Problem Solving, Adaptability, Teamwork"
304,Sahar,Waseem,saharwaseem.10@gmail.com,F900LVvy&L,"NLP, computer vision, deep learning",Sukkur,Masters,Machine Learning Engineer,0,Contract,Remote,"Problem Solving, Communication, Adaptability, Teamwork"
305,Mian,Arain,mianarain.45@outlook.com,(RSA5Ls6v_,"SQL, Oracle, SQL, SQL",Sialkot,Masters,Database Administrator,3,Full-time,Onsite,"Problem Solving, Communication"
306,Khudija,Latif,khudijalatif.84@gmail.com,c_3HWbsu37,"security, networking, security, networking",Quetta,Bachelors,System Administrator,1,Full-time,Remote,"Teamwork, Adaptability, Communication, Problem Solving"
307,Bakhtiyar,Farid,bakhtiyarfarid.74@gmail.com,bzx)r2Nol7,"Google Cloud, Azure, Azure",Bahawalpur,PhD,Cloud Engineer,15,Part-time,Onsite,"Adaptability, Problem Solving"
308,Mustansar,Din,mustansardin.18@gmail.com,!tFQB*Hy7M,"automation, testing, Selenium, QA, automation, testing",Nawabshah,PhD,Quality Assurance Engineer,9,Full-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability"
309,Ayeza,Tahir,ayezatahir.83@hotmail.com,^i)0cgSo44,"CSS, frontend, HTML, HTML, frontend, CSS",Rawalpindi,Intermediate,Web Developer,1,Part-time,Remote,Adaptability
310,Sheharyar,Azeem,sheharyarazeem.80@hotmail.com,9ulH$Zo5)9,"frontend, JavaScript, frontend, JavaScript, frontend, web",Nawabshah,Bachelors,Backend Developer,2,Part-time,Onsite,"Communication, Problem Solving, Adaptability"
311,Fatima,Zaheer,fatimazaheer.92@gmail.com,o$2UtXiuy4,"frontend, HTML, HTML, HTML, frontend",Multan,Intermediate,Backend Developer,0,Internship,Onsite,"Problem Solving, Communication, Adaptability, Teamwork"
312,Dua,Allah,duaallah.92@outlook.com,IsiL^U9s%9,"Scala, Hive, Hadoop, Scala, MapReduce",Peshawar,PhD,Big Data Engineer,0,Full-time,Remote,"Teamwork, Problem Solving"
313,Shahzaib,Nawaz,shahzaibnawaz.49@gmail.com,BM4zCWx+u!,"JavaScript, web, HTML, backend",Abbottabad,PhD,Web Developer,0,Part-time,Onsite,"Teamwork, Problem Solving, Communication, Adaptability"
314,Alexis,Amin,alexisamin.91@gmail.com,B0f!OQoq%3,"PMP, agile, scrum",Multan,PhD,IT Project Manager,7,Contract,Onsite,Adaptability
315,Mustafa,Qayyum,mustafaqayyum.77@hotmail.com,p1Y#sEfg!P,"log analysis, log analysis, log analysis, security policies, incident escalation",Hyderabad,PhD,Security Operations Center (SOC) Analyst,18,Part-time,Onsite,"Communication, Teamwork"
316,Aleena,Shaikh,aleenashaikh.90@gmail.com,*oGIuB+7#1,"backend, frontend, backend",Quetta,Bachelors,Backend Developer,1,Internship,Remote,Problem Solving
317,Sidra,Kashif,sidrakashif.42@outlook.com,*6d#9vDw^^,"Hadoop, Hive, Hive, Scala, Hive",Gujranwala,PhD,Big Data Engineer,8,Contract,Remote,"Adaptability, Communication"
318,Amina,Razzaq,aminarazzaq.14@hotmail.com,Ef5BblrV&F,"security risk assessment, security governance, threat modeling, identity and access management, threat modeling, security risk assessment",Lahore,PhD,Security Architect,5,Contract,Remote,"Adaptability, Problem Solving, Teamwork"
319,Madhia,Mir,madhiamir.45@outlook.com,sY1JOXhkg*,"Sketch, Adobe XD, Sketch, Sketch, Figma",Nawabshah,Masters,UI/UX Designer,1,Internship,Remote,"Communication, Adaptability, Teamwork, Problem Solving"
320,Salman,Ansari,salmanansari.69@outlook.com,#nhr6Djc#r,"process improvement, stakeholder management, requirements gathering, process improvement, process improvement",Lahore,PhD,Business Analyst,12,Part-time,Onsite,"Problem Solving, Teamwork, Adaptability, Communication"
321,Tariq,Farid,tariqfarid.66@outlook.com,VANM*Za3%9,"identity and access management, security protocols, secure coding practices, network security design",Nawabshah,Masters,Security Architect,5,Part-time,Remote,Communication
322,Huma,Arain,humaarain.59@hotmail.com,A2H)Hxn^*O,"web, CSS, frontend, JavaScript, CSS",Abbottabad,Intermediate,Web Developer,2,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving"
323,Abir,Syed,abirsyed.14@gmail.com,!X5Gxct#S1,"CNN, image processing, OpenCV, image processing",Faisalabad,Masters,Computer Vision Engineer,6,Contract,Remote,"Problem Solving, Adaptability, Teamwork"
324,Habib,Azam,habibazam.48@hotmail.com,c1B!MZpo!t,"Google Cloud, Azure, IaC, Azure",Sukkur,Bachelors,Cloud Engineer,2,Full-time,Onsite,"Communication, Adaptability"
325,Tabinda,Nawab,tabindanawab.20@hotmail.com,+Q7&$E)p$B,"security incident handling, log analysis, security monitoring, security incident handling",Karachi,Bachelors,Security Operations Center (SOC) Analyst,3,Part-time,Onsite,"Problem Solving, Communication, Adaptability"
326,Abubakar,Shaikh,abubakarshaikh.49@outlook.com,sr4uzFEBU^,"requirements gathering, requirements gathering, stakeholder management",Sukkur,Bachelors,Business Analyst,2,Full-time,Remote,"Communication, Problem Solving, Adaptability, Teamwork"
327,Sarah,Rajput,sarahrajput.41@outlook.com,V@9NghR4R!,"wireless security, threat modeling, network security, exploit development, exploit development, wireless security",Islamabad,Intermediate,Ethical Hacker,2,Part-time,Remote,"Teamwork, Problem Solving"
328,Usama,Sardar,usamasardar.69@gmail.com,%a1B6JqerM,"Kotlin, Android, Android, Android, Kotlin",Peshawar,Masters,Mobile App Developer,10,Contract,Onsite,"Teamwork, Problem Solving"
329,Zafar,Masih,zafarmasih.32@hotmail.com,*E6tP(Wge*,"machine learning, statistics, data, data",Islamabad,Bachelors,Data Scientist,2,Contract,Onsite,"Communication, Adaptability"
330,Mian,Jabar,mianjabar.35@hotmail.com,0*3YYKFf*5,"Adobe XD, Adobe XD, Adobe XD, Figma, Figma, Adobe XD",Quetta,Bachelors,UI/UX Designer,5,Contract,Remote,"Communication, Adaptability"
331,Arooha,Tahir,aroohatahir.17@gmail.com,)3bBKkyzSy,"Adobe XD, Adobe XD, Figma, Sketch",Hyderabad,Intermediate,UI/UX Designer,0,Contract,Onsite,"Adaptability, Teamwork, Problem Solving"
332,Anas,Zubair,anaszubair.79@hotmail.com,(3GkljpMK+,"iOS, Android, Android, iOS, Kotlin, Android",Abbottabad,Masters,Mobile App Developer,1,Internship,Onsite,Teamwork
333,Nemera,Khan,nemerakhan.44@outlook.com,dc6hiQo^+j,"NoSQL, NoSQL, Oracle",Peshawar,Masters,Database Administrator,9,Contract,Remote,"Problem Solving, Teamwork"
334,Mustansar,Amjad,mustansaramjad.75@hotmail.com,#P9W7c(ez5,"firewall configuration, VPN, DNS",Gujranwala,Masters,Network Administrator,7,Part-time,Onsite,Teamwork
335,Fiza,Umer,fizaumer.58@hotmail.com,pmeJ5%zc$1,"cloud, Azure, AWS, cloud",Abbottabad,Masters,Cloud Engineer,9,Contract,Onsite,"Teamwork, Communication, Adaptability, Problem Solving"
336,Habib,Warsi,habibwarsi.27@hotmail.com,jerIRhMf%1,"NoSQL, SQL, Oracle, Oracle, PostgreSQL, SQL",Lahore,PhD,Database Administrator,4,Contract,Onsite,"Teamwork, Communication, Problem Solving"
337,Haseeb,Sheikh,haseebsheikh.52@outlook.com,r92C8en+%),"Figma, Sketch, Adobe XD",Gujranwala,Bachelors,UI/UX Designer,0,Part-time,Remote,"Adaptability, Problem Solving"
338,Aafea,Yaar,aafeayaar.84@outlook.com,zz19Dt4q5$,"MapReduce, Scala, Scala",Quetta,Bachelors,Big Data Engineer,1,Part-time,Remote,"Adaptability, Communication, Problem Solving, Teamwork"
339,Benish,Farid,benishfarid.86@hotmail.com,gM0R(Bwk@+,"networking, networking, security, Linux, security, security",Nawabshah,Bachelors,System Administrator,1,Part-time,Onsite,Problem Solving
340,Ayeza,Abdul,ayezaabdul.22@hotmail.com,*0gyXqYn(O,"Adobe XD, Figma, Figma",Gujranwala,Intermediate,UI/UX Designer,2,Contract,Onsite,Adaptability
341,Eman,Waqas,emanwaqas.28@gmail.com,R5W3JFKg*_,"CSS, web, frontend, frontend",Faisalabad,Intermediate,Backend Developer,0,Part-time,Remote,"Adaptability, Teamwork, Communication"
342,Hammad,Naseem,hammadnaseem.43@gmail.com,RG(Cq6Kqw&,"cryptography, threat intelligence, IDPS, vulnerability assessment, malware analysis, incident response",Multan,Masters,Cybersecurity Analyst,0,Contract,Remote,"Communication, Adaptability, Problem Solving, Teamwork"
343,Shahzaib,Islam,shahzaibislam.30@outlook.com,Y7g5NuCo$a,"HTML, web, JavaScript, HTML, web",Islamabad,Bachelors,Backend Developer,3,Full-time,Remote,"Problem Solving, Teamwork, Adaptability, Communication"
344,Eman,Farid,emanfarid.86@gmail.com,4&G)Xco^^5,"linuxCI/CD, Kubernetes, DevOps, Kubernetes",Sialkot,Masters,DevOps Engineer,2,Part-time,Onsite,"Problem Solving, Teamwork, Adaptability, Communication"
345,Shayan,Hasan,shayanhasan.52@gmail.com,V@RVs*i0&1,"testing, testing, JUnit, Selenium, automation",Gujranwala,Intermediate,Quality Assurance Engineer,2,Part-time,Remote,"Teamwork, Problem Solving, Adaptability, Communication"
346,Aleena,Baksh,aleenabaksh.89@gmail.com,)4)WCrVr_m,"troubleshooting, customer service, customer service, ticketing, ticketing, ticketing",Quetta,PhD,IT Support Specialist,16,Full-time,Onsite,"Teamwork, Problem Solving"
347,Ayeza,Riaz,ayezariaz.32@hotmail.com,_+eAL%*y8J,"C#, Unreal Engine, 3D modeling, C#, Unreal Engine",Sialkot,Bachelors,Game Developer,2,Full-time,Remote,"Adaptability, Teamwork, Problem Solving"
348,Omar,Mahmood,omarmahmood.74@hotmail.com,)73PMfBmOQ,"security tool management, security monitoring, log analysis, security monitoring, security procedures",Rawalpindi,Intermediate,Security Operations Center (SOC) Analyst,0,Full-time,Onsite,"Adaptability, Teamwork, Problem Solving, Communication"
349,Yasir,Yousuf,yasiryousuf.81@gmail.com,$38bC4y5+6,"incident escalation, security procedures, incident escalation, security policies",Abbottabad,Masters,Security Operations Center (SOC) Analyst,3,Full-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability"
350,Mahrukh,Allah,mahrukhallah.47@outlook.com,_0d8hUsYow,"3D modeling, C#, C#",Quetta,PhD,Game Developer,16,Part-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork"
351,Sadaf,Azeem,sadafazeem.47@outlook.com,$M6q_Knmm*,"secure coding practices, security governance, network security design, security risk assessment",Multan,PhD,Security Architect,10,Part-time,Onsite,"Teamwork, Problem Solving"
352,Eishal,Bhatti,eishalbhatti.90@outlook.com,W+7WYz$Q_2,"JavaScript, JavaScript, JavaScript",Sukkur,PhD,Backend Developer,7,Part-time,Remote,"Teamwork, Communication, Adaptability, Problem Solving"
353,Faheem,Taj,faheemtaj.63@outlook.com,H0B@JKjz^S,"OpenCV, object detection, CNN, OpenCV, object detection, CNN",Sukkur,Masters,Computer Vision Engineer,1,Full-time,Remote,"Communication, Problem Solving, Teamwork"
354,Shayan,Naseer,shayannaseer.25@hotmail.com,x(2KV3c$@u,"networking, networking, networking, Linux, Linux",Multan,Bachelors,System Administrator,3,Part-time,Remote,"Communication, Problem Solving"
355,Ali,Ejaz,aliejaz.71@hotmail.com,m522BLt&$#,"AWS, AWS, Google Cloud",Bahawalpur,Bachelors,Cloud Engineer,5,Contract,Remote,"Problem Solving, Teamwork"
356,Sheharyar,Bi,sheharyarbi.84@gmail.com,oA9Q2Qs_X%,"customer service, ticketing, helpdesk, ticketing, ticketing, helpdesk",Multan,Masters,IT Support Specialist,2,Contract,Onsite,"Teamwork, Adaptability"
357,Mustafa,Ramzan,mustafaramzan.26@gmail.com,y9AyHKf&)3,"R, statistics, data, python, python",Lahore,Intermediate,Data Scientist,1,Part-time,Onsite,"Problem Solving, Teamwork, Communication"
358,Minahel,Awan,minahelawan.11@gmail.com,3ba1EByd(5,"CNN, object detection, object detection, OpenCV",Bahawalpur,PhD,Computer Vision Engineer,0,Part-time,Remote,"Teamwork, Adaptability, Communication"
359,Waqas,Hafeez,waqashafeez.10@hotmail.com,c4WQbq0G_m,"agile, agile, PRINCE2",Quetta,Masters,IT Project Manager,1,Internship,Onsite,"Communication, Teamwork, Problem Solving"
360,Hassan,Nawab,hassannawab.82@hotmail.com,2e0NZXeh)B,"IDPS, threat intelligence, IDPS, cryptography, incident response",Rawalpindi,PhD,Cybersecurity Analyst,14,Contract,Onsite,"Problem Solving, Teamwork, Adaptability"
361,Arooba,Shaikh,aroobashaikh.37@hotmail.com,fD4BIHfb+2,"PMP, scrum, agile",Peshawar,Intermediate,IT Project Manager,0,Full-time,Onsite,"Teamwork, Communication, Adaptability, Problem Solving"
362,Asad,Farid,asadfarid.24@gmail.com,LG7Q#tj&%W,"DevOps, Docker, DevOps",Sialkot,Masters,DevOps Engineer,6,Contract,Onsite,"Problem Solving, Communication"
363,Minahel,Ghafoor,minahelghafoor.38@outlook.com,p%736EKh7(,"automation, automation, automation, DevOps, linuxCI/CD",Abbottabad,Masters,DevOps Engineer,6,Contract,Onsite,"Teamwork, Problem Solving"
364,Ruby,Rafique,rubyrafique.74@outlook.com,erdYBaqd(9,"agile, scrum, PMP, PMP, PMP",Sukkur,Intermediate,IT Project Manager,1,Internship,Onsite,"Teamwork, Adaptability"
365,Aafaq,Abdul,aafaqabdul.42@outlook.com,4fDG2CDb(#,"programming, data structure, coding, algorithm, data structure, data structure",Lahore,Masters,Software Engineer,4,Full-time,Remote,Communication
366,Hammad,Allah,hammadallah.82@gmail.com,)d3%9Ey@Pu,"QA, pytest, pytest",Hyderabad,Masters,Quality Assurance Engineer,6,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability, Communication"
367,Sajida,Parveen,sajidaparveen.51@outlook.com,T_o2NMkcw@,"customer service, troubleshooting, helpdesk, ticketing, troubleshooting, customer service",Rawalpindi,PhD,IT Support Specialist,13,Part-time,Onsite,"Adaptability, Teamwork, Problem Solving, Communication"
368,Muhammad,Mushtaq,muhammadmushtaq.80@outlook.com,jrb4ZPp)B*,"machine learning, deep learning, computer vision",Rawalpindi,Intermediate,Machine Learning Engineer,2,Part-time,Remote,Problem Solving
369,Fiza,Faisal,fizafaisal.92@hotmail.com,kp0TV5lXW%,"stakeholder management, requirements gathering, stakeholder management, stakeholder management, stakeholder management",Nawabshah,Intermediate,Business Analyst,2,Part-time,Onsite,Adaptability
370,Haroon,Mushtaq,haroonmushtaq.33@gmail.com,zQR4nDMh&7,"encryption standards, secure coding practices, encryption standards, security governance, secure coding practices, security protocols",Quetta,Intermediate,Security Architect,2,Full-time,Onsite,"Problem Solving, Teamwork"
371,Hasnayn,Ramzan,hasnaynramzan.61@gmail.com,*SD6MS5q09,"python, machine learning, analytics, R, python, R",Quetta,Intermediate,Data Scientist,0,Internship,Remote,"Adaptability, Communication, Problem Solving"
372,Jahanzaib,Fazal,jahanzaibfazal.58@gmail.com,@)RWLnCxu0,"malware analysis, cryptography, incident response, risk assessment, cryptography, risk assessment",Multan,Masters,Cybersecurity Analyst,2,Full-time,Remote,"Communication, Adaptability"
373,Fawad,Rafiq,fawadrafiq.45@outlook.com,1%VGX8qf(p,"smart contract, ethereum, blockchain, blockchain, hyperledger, hyperledger",Sialkot,Masters,Blockchain Developer,2,Full-time,Onsite,"Adaptability, Teamwork, Communication"
374,Sheeza,Sarwar,sheezasarwar.81@gmail.com,V3bSaVXn^Z,"requirements gathering, process improvement, requirements gathering, process improvement, requirements gathering, stakeholder management",Karachi,Bachelors,Business Analyst,5,Contract,Onsite,"Problem Solving, Teamwork, Communication, Adaptability"
375,Eddie,Muhammad,eddiemuhammad.51@outlook.com,q&0VOle+7p,"CSS, frontend, CSS",Nawabshah,Masters,Web Developer,6,Contract,Onsite,Adaptability
376,Saima,Kausar,saimakausar.87@hotmail.com,k(b7(AYtl^,"OpenCV, object detection, OpenCV, image processing, object detection",Hyderabad,Intermediate,Computer Vision Engineer,2,Contract,Remote,"Problem Solving, Adaptability"
